,annotation_file,image_file,class,width,height,depth,xmin,ymin,xmax,ymax
1358,2008_003689.xml,2008_003689.jpg,person,500.0,375.0,3.0,133.0,40.0,153.0,86.0
1359,2008_002162.xml,2008_002162.jpg,person,500.0,375.0,3.0,29.0,111.0,100.0,252.0
1360,2008_002162.xml,2008_002162.jpg,person,500.0,375.0,3.0,118.0,103.0,192.0,271.0
1361,2008_002162.xml,2008_002162.jpg,person,500.0,375.0,3.0,188.0,104.0,313.0,324.0
1362,2008_002162.xml,2008_002162.jpg,person,500.0,375.0,3.0,312.0,129.0,329.0,166.0
1363,2011_004838.xml,2011_004838.jpg,person,500.0,375.0,3.0,233.0,35.0,326.0,250.0
1364,2007_000584.xml,2007_000584.jpg,bicycle,500.0,375.0,3.0,31.0,74.0,369.0,346.0
1365,2012_003204.xml,2012_003204.jpg,person,500.0,365.0,3.0,249.0,70.0,441.0,365.0
1366,2012_000632.xml,2012_000632.jpg,person,500.0,333.0,3.0,9.0,1.0,500.0,333.0
1367,2007_007203.xml,2007_007203.jpg,person,500.0,375.0,3.0,308.0,132.0,429.0,299.0
1368,2011_006426.xml,2011_006426.jpg,person,500.0,370.0,3.0,27.0,48.0,230.0,370.0
1369,2010_006152.xml,2010_006152.jpg,person,500.0,375.0,3.0,164.0,132.0,324.0,375.0
1370,2010_004616.xml,2010_004616.jpg,bus,500.0,375.0,3.0,1.0,84.0,460.0,375.0
1371,2011_006531.xml,2011_006531.jpg,person,461.0,500.0,3.0,54.0,61.0,424.0,496.0
1372,2012_003030.xml,2012_003030.jpg,person,500.0,386.0,3.0,18.0,37.0,274.0,386.0
1373,2010_006974.xml,2010_006974.jpg,person,375.0,500.0,3.0,273.0,215.0,332.0,304.0
1374,2008_006382.xml,2008_006382.jpg,car,500.0,375.0,3.0,1.0,163.0,400.0,375.0
1375,2008_006382.xml,2008_006382.jpg,person,500.0,375.0,3.0,205.0,155.0,303.0,249.0
1376,2008_006382.xml,2008_006382.jpg,person,500.0,375.0,3.0,247.0,129.0,381.0,289.0
1377,2008_006382.xml,2008_006382.jpg,person,500.0,375.0,3.0,280.0,124.0,351.0,255.0
1378,2011_003714.xml,2011_003714.jpg,person,500.0,376.0,3.0,163.0,147.0,201.0,254.0
1379,2011_004200.xml,2011_004200.jpg,person,500.0,375.0,3.0,97.0,76.0,298.0,268.0
1380,2011_004200.xml,2011_004200.jpg,person,500.0,375.0,3.0,2.0,201.0,489.0,375.0
1381,2008_006872.xml,2008_006872.jpg,person,500.0,377.0,3.0,433.0,159.0,477.0,269.0
1382,2008_006872.xml,2008_006872.jpg,car,500.0,377.0,3.0,65.0,158.0,445.0,283.0
1383,2008_006872.xml,2008_006872.jpg,person,500.0,377.0,3.0,284.0,148.0,305.0,193.0
1384,2008_006872.xml,2008_006872.jpg,car,500.0,377.0,3.0,1.0,159.0,193.0,235.0
1385,2008_006872.xml,2008_006872.jpg,car,500.0,377.0,3.0,1.0,158.0,75.0,187.0
1386,2008_006933.xml,2008_006933.jpg,person,500.0,375.0,3.0,405.0,263.0,450.0,358.0
1387,2008_006933.xml,2008_006933.jpg,person,500.0,375.0,3.0,448.0,265.0,487.0,360.0
1388,2008_006933.xml,2008_006933.jpg,person,500.0,375.0,3.0,293.0,264.0,321.0,354.0
1389,2008_006933.xml,2008_006933.jpg,person,500.0,375.0,3.0,315.0,275.0,333.0,352.0
1390,2008_006933.xml,2008_006933.jpg,person,500.0,375.0,3.0,284.0,292.0,300.0,340.0
1391,2008_006933.xml,2008_006933.jpg,person,500.0,375.0,3.0,244.0,301.0,258.0,340.0
1392,2011_005847.xml,2011_005847.jpg,person,500.0,377.0,3.0,32.0,50.0,301.0,377.0
1393,2011_005847.xml,2011_005847.jpg,person,500.0,377.0,3.0,283.0,69.0,500.0,377.0
1394,2007_009251.xml,2007_009251.jpg,person,500.0,333.0,3.0,145.0,74.0,210.0,192.0
1395,2011_003522.xml,2011_003522.jpg,person,500.0,332.0,3.0,183.0,122.0,342.0,289.0
1396,2011_003522.xml,2011_003522.jpg,person,500.0,332.0,3.0,177.0,103.0,339.0,277.0
1397,2010_006621.xml,2010_006621.jpg,person,375.0,500.0,3.0,308.0,261.0,375.0,418.0
1398,2009_004327.xml,2009_004327.jpg,car,500.0,332.0,3.0,40.0,71.0,459.0,278.0
1399,2008_006774.xml,2008_006774.jpg,car,500.0,347.0,3.0,34.0,104.0,458.0,304.0
1400,2011_006226.xml,2011_006226.jpg,person,500.0,324.0,3.0,199.0,203.0,345.0,324.0
1401,2011_006226.xml,2011_006226.jpg,person,500.0,324.0,3.0,70.0,189.0,200.0,324.0
1402,2011_006226.xml,2011_006226.jpg,person,500.0,324.0,3.0,1.0,155.0,31.0,221.0
1403,2011_006226.xml,2011_006226.jpg,person,500.0,324.0,3.0,195.0,128.0,226.0,182.0
1404,2011_006226.xml,2011_006226.jpg,person,500.0,324.0,3.0,57.0,124.0,106.0,189.0
1405,2011_006226.xml,2011_006226.jpg,person,500.0,324.0,3.0,236.0,115.0,273.0,164.0
1406,2008_007739.xml,2008_007739.jpg,motorbike,500.0,375.0,3.0,82.0,10.0,429.0,361.0
1407,2008_007739.xml,2008_007739.jpg,car,500.0,375.0,3.0,266.0,7.0,500.0,243.0
1408,2008_007739.xml,2008_007739.jpg,car,500.0,375.0,3.0,1.0,154.0,83.0,375.0
1409,2012_001027.xml,2012_001027.jpg,person,500.0,375.0,3.0,120.0,81.0,500.0,375.0
1410,2011_001001.xml,2011_001001.jpg,person,500.0,331.0,3.0,233.0,125.0,286.0,220.0
1411,2011_001001.xml,2011_001001.jpg,person,500.0,331.0,3.0,286.0,125.0,332.0,227.0
1412,2010_005394.xml,2010_005394.jpg,person,500.0,375.0,3.0,1.0,161.0,120.0,375.0
1413,2012_002391.xml,2012_002391.jpg,person,500.0,375.0,3.0,180.0,52.0,205.0,100.0
1414,2011_002515.xml,2011_002515.jpg,person,500.0,333.0,3.0,169.0,177.0,188.0,215.0
1415,2010_003437.xml,2010_003437.jpg,person,500.0,400.0,3.0,173.0,171.0,214.0,250.0
1416,2011_004630.xml,2011_004630.jpg,person,500.0,333.0,3.0,83.0,44.0,498.0,333.0
1417,2011_006720.xml,2011_006720.jpg,person,500.0,333.0,3.0,1.0,1.0,419.0,333.0
1418,2012_003092.xml,2012_003092.jpg,person,500.0,418.0,3.0,175.0,13.0,298.0,251.0
1419,2011_006416.xml,2011_006416.jpg,person,375.0,500.0,3.0,337.0,245.0,368.0,315.0
1420,2010_000480.xml,2010_000480.jpg,bus,500.0,326.0,3.0,128.0,79.0,414.0,293.0
1421,2010_000480.xml,2010_000480.jpg,bus,500.0,326.0,3.0,426.0,166.0,500.0,254.0
1422,2010_000480.xml,2010_000480.jpg,car,500.0,326.0,3.0,1.0,228.0,96.0,274.0
1423,2010_000480.xml,2010_000480.jpg,car,500.0,326.0,3.0,104.0,228.0,140.0,263.0
1424,2011_003391.xml,2011_003391.jpg,person,375.0,500.0,3.0,1.0,128.0,320.0,478.0
1425,2008_001957.xml,2008_001957.jpg,person,500.0,333.0,3.0,1.0,34.0,298.0,333.0
1426,2008_001957.xml,2008_001957.jpg,person,500.0,333.0,3.0,350.0,93.0,500.0,333.0
1427,2011_004773.xml,2011_004773.jpg,person,333.0,500.0,3.0,62.0,188.0,201.0,415.0
1428,2008_003881.xml,2008_003881.jpg,person,500.0,375.0,3.0,183.0,160.0,295.0,342.0
1429,2008_003881.xml,2008_003881.jpg,person,500.0,375.0,3.0,261.0,92.0,376.0,375.0
1430,2008_003881.xml,2008_003881.jpg,person,500.0,375.0,3.0,155.0,91.0,279.0,375.0
1431,2012_002765.xml,2012_002765.jpg,person,500.0,375.0,3.0,278.0,176.0,340.0,270.0
1432,2012_002765.xml,2012_002765.jpg,person,500.0,375.0,3.0,35.0,185.0,80.0,295.0
1433,2012_002765.xml,2012_002765.jpg,person,500.0,375.0,3.0,94.0,184.0,115.0,227.0
1434,2012_002765.xml,2012_002765.jpg,person,500.0,375.0,3.0,199.0,186.0,220.0,224.0
1435,2012_002765.xml,2012_002765.jpg,person,500.0,375.0,3.0,408.0,174.0,450.0,234.0
1436,2012_002449.xml,2012_002449.jpg,person,500.0,375.0,3.0,403.0,144.0,485.0,286.0
1437,2012_002449.xml,2012_002449.jpg,person,500.0,375.0,3.0,7.0,141.0,112.0,300.0
1438,2010_001981.xml,2010_001981.jpg,car,500.0,375.0,3.0,1.0,24.0,420.0,366.0
1439,2010_001981.xml,2010_001981.jpg,car,500.0,375.0,3.0,1.0,1.0,193.0,162.0
1440,2012_002254.xml,2012_002254.jpg,person,375.0,500.0,3.0,172.0,244.0,271.0,409.0
1441,2009_004205.xml,2009_004205.jpg,person,500.0,393.0,3.0,142.0,5.0,408.0,393.0
1442,2009_004205.xml,2009_004205.jpg,person,500.0,393.0,3.0,408.0,229.0,500.0,393.0
1443,2009_004205.xml,2009_004205.jpg,person,500.0,393.0,3.0,327.0,282.0,407.0,393.0
1444,2009_004205.xml,2009_004205.jpg,person,500.0,393.0,3.0,1.0,263.0,117.0,393.0
1445,2011_001605.xml,2011_001605.jpg,motorbike,500.0,333.0,3.0,44.0,64.0,419.0,333.0
1446,2011_001605.xml,2011_001605.jpg,person,500.0,333.0,3.0,75.0,12.0,131.0,159.0
1447,2011_001605.xml,2011_001605.jpg,person,500.0,333.0,3.0,274.0,29.0,307.0,176.0
1448,2011_001605.xml,2011_001605.jpg,person,500.0,333.0,3.0,293.0,17.0,352.0,186.0
1449,2012_003799.xml,2012_003799.jpg,person,500.0,375.0,3.0,1.0,65.0,392.0,375.0
1450,2010_004325.xml,2010_004325.jpg,person,500.0,334.0,3.0,140.0,73.0,204.0,282.0
1451,2010_004325.xml,2010_004325.jpg,person,500.0,334.0,3.0,226.0,91.0,272.0,281.0
1452,2010_004325.xml,2010_004325.jpg,person,500.0,334.0,3.0,262.0,102.0,319.0,268.0
1453,2009_001414.xml,2009_001414.jpg,person,500.0,334.0,3.0,206.0,1.0,391.0,154.0
1454,2008_006441.xml,2008_006441.jpg,motorbike,500.0,375.0,3.0,8.0,21.0,407.0,319.0
1455,2008_006441.xml,2008_006441.jpg,person,500.0,375.0,3.0,371.0,120.0,500.0,375.0
1456,2010_000722.xml,2010_000722.jpg,car,500.0,398.0,3.0,21.0,102.0,486.0,389.0
1457,2010_000722.xml,2010_000722.jpg,person,500.0,398.0,3.0,190.0,10.0,311.0,155.0
1458,2010_000722.xml,2010_000722.jpg,person,500.0,398.0,3.0,288.0,26.0,433.0,246.0
1459,2010_000722.xml,2010_000722.jpg,person,500.0,398.0,3.0,401.0,1.0,488.0,146.0
1460,2007_004121.xml,2007_004121.jpg,person,500.0,332.0,3.0,220.0,92.0,347.0,242.0
1461,2007_004121.xml,2007_004121.jpg,person,500.0,332.0,3.0,164.0,142.0,227.0,219.0
1462,2012_002539.xml,2012_002539.jpg,person,500.0,375.0,3.0,74.0,8.0,302.0,299.0
1463,2007_000727.xml,2007_000727.jpg,bus,375.0,500.0,3.0,89.0,323.0,273.0,436.0
1464,2007_000727.xml,2007_000727.jpg,car,375.0,500.0,3.0,272.0,369.0,323.0,388.0
1465,2007_000727.xml,2007_000727.jpg,car,375.0,500.0,3.0,2.0,380.0,89.0,435.0
1466,2007_000727.xml,2007_000727.jpg,person,375.0,500.0,3.0,333.0,356.0,358.0,438.0
1467,2007_000727.xml,2007_000727.jpg,person,375.0,500.0,3.0,319.0,357.0,341.0,424.0
1468,2007_000727.xml,2007_000727.jpg,person,375.0,500.0,3.0,354.0,363.0,375.0,414.0
1469,2007_000727.xml,2007_000727.jpg,car,375.0,500.0,3.0,49.0,367.0,90.0,389.0
1470,2007_000727.xml,2007_000727.jpg,car,375.0,500.0,3.0,113.0,138.0,160.0,164.0
1471,2007_006614.xml,2007_006614.jpg,person,326.0,500.0,3.0,175.0,276.0,320.0,500.0
1472,2011_003269.xml,2011_003269.jpg,car,334.0,500.0,3.0,19.0,347.0,309.0,461.0
1473,2011_002026.xml,2011_002026.jpg,person,333.0,500.0,3.0,1.0,65.0,267.0,459.0
1474,2007_002344.xml,2007_002344.jpg,person,333.0,500.0,3.0,3.0,44.0,333.0,500.0
1475,2011_000614.xml,2011_000614.jpg,person,360.0,480.0,3.0,46.0,22.0,360.0,480.0
1476,2008_002000.xml,2008_002000.jpg,car,500.0,375.0,3.0,1.0,186.0,14.0,202.0
1477,2009_003441.xml,2009_003441.jpg,person,500.0,375.0,3.0,315.0,137.0,473.0,375.0
1478,2009_003441.xml,2009_003441.jpg,person,500.0,375.0,3.0,67.0,82.0,238.0,375.0
1479,2009_003441.xml,2009_003441.jpg,person,500.0,375.0,3.0,78.0,69.0,294.0,375.0
1480,2009_003441.xml,2009_003441.jpg,person,500.0,375.0,3.0,483.0,165.0,500.0,313.0
1481,2011_005830.xml,2011_005830.jpg,person,500.0,375.0,3.0,75.0,122.0,200.0,225.0
1482,2011_005830.xml,2011_005830.jpg,person,500.0,375.0,3.0,207.0,82.0,309.0,225.0
1483,2012_004281.xml,2012_004281.jpg,person,500.0,375.0,3.0,196.0,85.0,343.0,281.0
1484,2008_001905.xml,2008_001905.jpg,person,375.0,500.0,3.0,154.0,173.0,224.0,437.0
1485,2008_001905.xml,2008_001905.jpg,person,375.0,500.0,3.0,260.0,185.0,373.0,500.0
1486,2008_001905.xml,2008_001905.jpg,person,375.0,500.0,3.0,221.0,174.0,282.0,489.0
1487,2009_004738.xml,2009_004738.jpg,motorbike,500.0,333.0,3.0,210.0,64.0,493.0,231.0
1488,2009_004738.xml,2009_004738.jpg,person,500.0,333.0,3.0,326.0,24.0,447.0,193.0
1489,2009_002843.xml,2009_002843.jpg,bus,500.0,375.0,3.0,69.0,16.0,466.0,349.0
1490,2011_001524.xml,2011_001524.jpg,bicycle,500.0,375.0,3.0,132.0,52.0,262.0,188.0
1491,2011_001524.xml,2011_001524.jpg,bicycle,500.0,375.0,3.0,140.0,54.0,261.0,172.0
1492,2011_001524.xml,2011_001524.jpg,car,500.0,375.0,3.0,274.0,1.0,382.0,51.0
1493,2011_001524.xml,2011_001524.jpg,car,500.0,375.0,3.0,193.0,1.0,274.0,41.0
1494,2011_001524.xml,2011_001524.jpg,car,500.0,375.0,3.0,119.0,1.0,185.0,39.0
1495,2011_001524.xml,2011_001524.jpg,motorbike,500.0,375.0,3.0,2.0,14.0,292.0,346.0
1496,2011_001524.xml,2011_001524.jpg,person,500.0,375.0,3.0,64.0,14.0,81.0,58.0
1497,2011_001524.xml,2011_001524.jpg,person,500.0,375.0,3.0,77.0,14.0,87.0,55.0
1498,2011_001524.xml,2011_001524.jpg,person,500.0,375.0,3.0,50.0,32.0,60.0,52.0
1499,2008_000725.xml,2008_000725.jpg,person,500.0,332.0,3.0,17.0,77.0,109.0,228.0
1500,2008_000725.xml,2008_000725.jpg,bicycle,500.0,332.0,3.0,110.0,82.0,193.0,240.0
1501,2012_003172.xml,2012_003172.jpg,person,500.0,375.0,3.0,305.0,194.0,311.0,211.0
1502,2012_003172.xml,2012_003172.jpg,person,500.0,375.0,3.0,388.0,284.0,500.0,375.0
1503,2010_005489.xml,2010_005489.jpg,person,500.0,333.0,3.0,239.0,75.0,462.0,285.0
1504,2011_003740.xml,2011_003740.jpg,person,500.0,375.0,3.0,159.0,101.0,278.0,375.0
1505,2011_003740.xml,2011_003740.jpg,person,500.0,375.0,3.0,76.0,127.0,161.0,375.0
1506,2012_001124.xml,2012_001124.jpg,person,500.0,333.0,3.0,166.0,42.0,452.0,333.0
1507,2008_008469.xml,2008_008469.jpg,bus,352.0,500.0,3.0,1.0,1.0,352.0,397.0
1508,2008_008469.xml,2008_008469.jpg,person,352.0,500.0,3.0,72.0,180.0,231.0,457.0
1509,2008_004036.xml,2008_004036.jpg,motorbike,500.0,375.0,3.0,244.0,134.0,326.0,200.0
1510,2008_004036.xml,2008_004036.jpg,person,500.0,375.0,3.0,265.0,115.0,306.0,183.0
1511,2011_002629.xml,2011_002629.jpg,bus,500.0,375.0,3.0,32.0,40.0,470.0,319.0
1512,2011_002629.xml,2011_002629.jpg,car,500.0,375.0,3.0,472.0,194.0,500.0,245.0
1513,2011_001790.xml,2011_001790.jpg,person,500.0,375.0,3.0,1.0,153.0,500.0,375.0
1514,2011_001790.xml,2011_001790.jpg,person,500.0,375.0,3.0,155.0,59.0,374.0,222.0
1515,2011_001790.xml,2011_001790.jpg,person,500.0,375.0,3.0,288.0,74.0,425.0,189.0
1516,2008_000235.xml,2008_000235.jpg,person,500.0,375.0,3.0,286.0,98.0,371.0,225.0
1517,2008_003761.xml,2008_003761.jpg,person,375.0,500.0,3.0,69.0,35.0,205.0,183.0
1518,2008_003761.xml,2008_003761.jpg,person,375.0,500.0,3.0,160.0,48.0,354.0,168.0
1519,2008_003761.xml,2008_003761.jpg,person,375.0,500.0,3.0,1.0,12.0,69.0,198.0
1520,2012_001213.xml,2012_001213.jpg,person,500.0,269.0,3.0,364.0,27.0,500.0,253.0
1521,2011_005680.xml,2011_005680.jpg,person,500.0,374.0,3.0,245.0,57.0,291.0,218.0
1522,2011_003118.xml,2011_003118.jpg,person,331.0,500.0,3.0,163.0,83.0,331.0,470.0
1523,2011_003118.xml,2011_003118.jpg,person,331.0,500.0,3.0,1.0,74.0,214.0,470.0
1524,2008_001550.xml,2008_001550.jpg,person,500.0,366.0,3.0,47.0,44.0,252.0,366.0
1525,2011_006132.xml,2011_006132.jpg,person,500.0,375.0,3.0,312.0,63.0,412.0,202.0
1526,2012_001683.xml,2012_001683.jpg,person,500.0,375.0,3.0,235.0,138.0,316.0,336.0
1527,2012_001683.xml,2012_001683.jpg,person,500.0,375.0,3.0,106.0,183.0,142.0,248.0
1528,2012_000137.xml,2012_000137.jpg,person,360.0,480.0,3.0,1.0,1.0,327.0,480.0
1529,2008_002330.xml,2008_002330.jpg,person,375.0,500.0,3.0,74.0,1.0,243.0,166.0
1530,2011_004560.xml,2011_004560.jpg,person,351.0,423.0,3.0,36.0,57.0,281.0,382.0
1531,2008_006027.xml,2008_006027.jpg,person,500.0,375.0,3.0,121.0,58.0,499.0,374.0
1532,2010_003724.xml,2010_003724.jpg,person,419.0,500.0,3.0,1.0,94.0,419.0,500.0
1533,2007_002079.xml,2007_002079.jpg,person,500.0,375.0,3.0,210.0,37.0,327.0,374.0
1534,2007_002079.xml,2007_002079.jpg,person,500.0,375.0,3.0,313.0,79.0,433.0,372.0
1535,2010_003746.xml,2010_003746.jpg,car,375.0,500.0,3.0,1.0,85.0,143.0,179.0
1536,2010_003746.xml,2010_003746.jpg,person,375.0,500.0,3.0,139.0,1.0,375.0,354.0
1537,2008_004203.xml,2008_004203.jpg,person,500.0,458.0,3.0,322.0,267.0,387.0,447.0
1538,2008_004203.xml,2008_004203.jpg,person,500.0,458.0,3.0,93.0,104.0,156.0,257.0
1539,2008_004203.xml,2008_004203.jpg,person,500.0,458.0,3.0,43.0,90.0,93.0,255.0
1540,2008_004203.xml,2008_004203.jpg,person,500.0,458.0,3.0,22.0,62.0,85.0,227.0
1541,2008_004203.xml,2008_004203.jpg,person,500.0,458.0,3.0,117.0,86.0,166.0,235.0
1542,2010_000401.xml,2010_000401.jpg,bicycle,500.0,333.0,3.0,116.0,115.0,424.0,315.0
1543,2008_008443.xml,2008_008443.jpg,bicycle,334.0,500.0,3.0,1.0,269.0,334.0,500.0
1544,2008_008443.xml,2008_008443.jpg,person,334.0,500.0,3.0,1.0,13.0,195.0,500.0
1545,2009_002838.xml,2009_002838.jpg,person,500.0,375.0,3.0,48.0,150.0,59.0,168.0
1546,2009_002838.xml,2009_002838.jpg,person,500.0,375.0,3.0,7.0,149.0,15.0,169.0
1547,2011_003803.xml,2011_003803.jpg,person,500.0,313.0,3.0,159.0,95.0,214.0,216.0
1548,2012_003930.xml,2012_003930.jpg,person,500.0,375.0,3.0,192.0,23.0,328.0,269.0
1549,2012_000404.xml,2012_000404.jpg,person,500.0,375.0,3.0,109.0,167.0,215.0,375.0
1550,2012_000404.xml,2012_000404.jpg,person,500.0,375.0,3.0,246.0,156.0,349.0,375.0
1551,2012_001320.xml,2012_001320.jpg,person,500.0,400.0,3.0,31.0,47.0,156.0,400.0
1552,2012_001320.xml,2012_001320.jpg,person,500.0,400.0,3.0,145.0,26.0,267.0,247.0
1553,2012_001320.xml,2012_001320.jpg,person,500.0,400.0,3.0,319.0,22.0,455.0,386.0
1554,2008_000829.xml,2008_000829.jpg,person,500.0,375.0,3.0,13.0,110.0,213.0,375.0
1555,2008_000829.xml,2008_000829.jpg,person,500.0,375.0,3.0,149.0,127.0,355.0,375.0
1556,2008_000829.xml,2008_000829.jpg,person,500.0,375.0,3.0,292.0,61.0,500.0,375.0
1557,2011_006311.xml,2011_006311.jpg,person,400.0,500.0,3.0,49.0,161.0,243.0,473.0
1558,2012_002162.xml,2012_002162.jpg,person,500.0,330.0,3.0,59.0,42.0,188.0,249.0
1559,2012_003909.xml,2012_003909.jpg,person,500.0,334.0,3.0,172.0,107.0,296.0,211.0
1560,2012_002072.xml,2012_002072.jpg,person,500.0,376.0,3.0,145.0,174.0,204.0,327.0
1561,2008_005361.xml,2008_005361.jpg,car,500.0,375.0,3.0,417.0,94.0,459.0,127.0
1562,2010_000148.xml,2010_000148.jpg,bus,500.0,375.0,3.0,80.0,87.0,355.0,219.0
1563,2010_000148.xml,2010_000148.jpg,car,500.0,375.0,3.0,422.0,133.0,500.0,176.0
1564,2010_000148.xml,2010_000148.jpg,person,500.0,375.0,3.0,55.0,115.0,153.0,375.0
1565,2010_000148.xml,2010_000148.jpg,person,500.0,375.0,3.0,222.0,172.0,242.0,228.0
1566,2010_000148.xml,2010_000148.jpg,person,500.0,375.0,3.0,5.0,119.0,77.0,308.0
1567,2009_004619.xml,2009_004619.jpg,person,500.0,333.0,3.0,151.0,147.0,209.0,325.0
1568,2009_004619.xml,2009_004619.jpg,person,500.0,333.0,3.0,345.0,65.0,403.0,185.0
1569,2011_000569.xml,2011_000569.jpg,car,500.0,375.0,3.0,130.0,111.0,430.0,307.0
1570,2011_000569.xml,2011_000569.jpg,car,500.0,375.0,3.0,1.0,191.0,119.0,296.0
1571,2010_004005.xml,2010_004005.jpg,car,500.0,375.0,3.0,311.0,113.0,500.0,312.0
1572,2010_004005.xml,2010_004005.jpg,car,500.0,375.0,3.0,1.0,119.0,159.0,301.0
1573,2012_003364.xml,2012_003364.jpg,person,500.0,333.0,3.0,95.0,118.0,221.0,333.0
1574,2012_002355.xml,2012_002355.jpg,person,500.0,375.0,3.0,196.0,111.0,484.0,375.0
1575,2010_006243.xml,2010_006243.jpg,person,493.0,500.0,3.0,259.0,177.0,300.0,264.0
1576,2010_006243.xml,2010_006243.jpg,person,493.0,500.0,3.0,120.0,180.0,171.0,278.0
1577,2007_009665.xml,2007_009665.jpg,person,500.0,332.0,3.0,118.0,145.0,155.0,259.0
1578,2010_002868.xml,2010_002868.jpg,bus,500.0,375.0,3.0,11.0,25.0,287.0,336.0
1579,2010_002868.xml,2010_002868.jpg,bus,500.0,375.0,3.0,196.0,87.0,485.0,302.0
1580,2010_002868.xml,2010_002868.jpg,bus,500.0,375.0,3.0,380.0,145.0,500.0,241.0
1581,2010_006096.xml,2010_006096.jpg,person,500.0,375.0,3.0,395.0,170.0,460.0,336.0
1582,2012_002421.xml,2012_002421.jpg,person,500.0,375.0,3.0,159.0,165.0,188.0,217.0
1583,2012_002421.xml,2012_002421.jpg,person,500.0,375.0,3.0,191.0,171.0,205.0,193.0
1584,2012_003877.xml,2012_003877.jpg,person,500.0,375.0,3.0,191.0,82.0,500.0,353.0
1585,2012_003877.xml,2012_003877.jpg,person,500.0,375.0,3.0,1.0,16.0,105.0,255.0
1586,2011_002394.xml,2011_002394.jpg,person,500.0,375.0,3.0,1.0,57.0,202.0,375.0
1587,2011_002394.xml,2011_002394.jpg,person,500.0,375.0,3.0,102.0,53.0,230.0,229.0
1588,2011_002394.xml,2011_002394.jpg,person,500.0,375.0,3.0,363.0,64.0,405.0,120.0
1589,2011_002394.xml,2011_002394.jpg,person,500.0,375.0,3.0,348.0,81.0,500.0,375.0
1590,2008_004270.xml,2008_004270.jpg,person,500.0,375.0,3.0,69.0,4.0,487.0,375.0
1591,2008_004270.xml,2008_004270.jpg,person,500.0,375.0,3.0,71.0,215.0,313.0,374.0
1592,2011_006896.xml,2011_006896.jpg,person,500.0,375.0,3.0,264.0,107.0,453.0,375.0
1593,2010_002507.xml,2010_002507.jpg,car,500.0,377.0,3.0,142.0,128.0,308.0,268.0
1594,2008_003578.xml,2008_003578.jpg,person,500.0,333.0,3.0,373.0,94.0,414.0,232.0
1595,2008_003578.xml,2008_003578.jpg,person,500.0,333.0,3.0,420.0,86.0,473.0,230.0
1596,2008_003578.xml,2008_003578.jpg,person,500.0,333.0,3.0,402.0,77.0,442.0,219.0
1597,2008_003578.xml,2008_003578.jpg,person,500.0,333.0,3.0,484.0,95.0,500.0,183.0
1598,2010_001087.xml,2010_001087.jpg,bus,500.0,375.0,3.0,36.0,13.0,404.0,316.0
1599,2010_001087.xml,2010_001087.jpg,bus,500.0,375.0,3.0,339.0,82.0,500.0,253.0
1600,2011_004640.xml,2011_004640.jpg,person,500.0,332.0,3.0,199.0,110.0,292.0,332.0
1601,2011_003486.xml,2011_003486.jpg,person,332.0,500.0,3.0,65.0,118.0,142.0,274.0
1602,2011_000051.xml,2011_000051.jpg,person,500.0,375.0,3.0,348.0,90.0,500.0,375.0
1603,2011_000051.xml,2011_000051.jpg,person,500.0,375.0,3.0,232.0,160.0,355.0,375.0
1604,2011_000051.xml,2011_000051.jpg,person,500.0,375.0,3.0,8.0,86.0,136.0,375.0
1605,2008_005989.xml,2008_005989.jpg,car,500.0,333.0,3.0,75.0,118.0,392.0,260.0
1606,2011_001826.xml,2011_001826.jpg,bus,500.0,375.0,3.0,329.0,85.0,496.0,208.0
1607,2011_001826.xml,2011_001826.jpg,car,500.0,375.0,3.0,158.0,168.0,377.0,264.0
1608,2011_001826.xml,2011_001826.jpg,person,500.0,375.0,3.0,275.0,143.0,322.0,259.0
1609,2011_001826.xml,2011_001826.jpg,person,500.0,375.0,3.0,325.0,150.0,352.0,262.0
1610,2011_001826.xml,2011_001826.jpg,person,500.0,375.0,3.0,167.0,140.0,185.0,188.0
1611,2011_001826.xml,2011_001826.jpg,person,500.0,375.0,3.0,218.0,143.0,232.0,178.0
1612,2011_001826.xml,2011_001826.jpg,person,500.0,375.0,3.0,190.0,142.0,207.0,186.0
1613,2011_001826.xml,2011_001826.jpg,person,500.0,375.0,3.0,53.0,147.0,65.0,186.0
1614,2011_001920.xml,2011_001920.jpg,person,500.0,375.0,3.0,1.0,44.0,188.0,315.0
1615,2011_001920.xml,2011_001920.jpg,person,500.0,375.0,3.0,160.0,37.0,410.0,375.0
1616,2011_001920.xml,2011_001920.jpg,person,500.0,375.0,3.0,107.0,98.0,499.0,375.0
1617,2010_002100.xml,2010_002100.jpg,person,451.0,500.0,3.0,14.0,9.0,435.0,500.0
1618,2011_005568.xml,2011_005568.jpg,person,500.0,333.0,3.0,295.0,60.0,411.0,333.0
1619,2011_005568.xml,2011_005568.jpg,person,500.0,333.0,3.0,36.0,62.0,141.0,305.0
1620,2011_005568.xml,2011_005568.jpg,person,500.0,333.0,3.0,165.0,46.0,229.0,256.0
1621,2011_005568.xml,2011_005568.jpg,person,500.0,333.0,3.0,406.0,51.0,489.0,263.0
1622,2011_005269.xml,2011_005269.jpg,person,500.0,375.0,3.0,1.0,136.0,220.0,246.0
1623,2010_006924.xml,2010_006924.jpg,person,500.0,375.0,3.0,342.0,145.0,374.0,236.0
1624,2010_006924.xml,2010_006924.jpg,person,500.0,375.0,3.0,120.0,135.0,153.0,230.0
